event.master_deck,event.relics,event.victory,event.character_chosen,event.items_purchased,event.ascension_level,event.gold_per_floor,event.potions_obtained
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize""]","[""Ring of the Snake""]",false,THE_SILENT,[],0,"[99,99]",[]
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Terror"",""Dodge and Roll+1"",""Backflip+1"",""Malaise"",""Bouncing Flask"",""Dramatic Entrance+1"",""Dash"",""Injury"",""Envenom"",""A Thousand Cuts"",""Dagger Spray"",""Prepared+1"",""Backstab"",""Mind Blast"",""Dagger Spray"",""Outmaneuver"",""Finisher"",""Riddle With Holes"",""Poisoned Stab+1"",""Calculated Gamble"",""Eviscerate+1"",""Well Laid Plans+1"",""Dagger Throw"",""Backflip"",""Dagger Spray"",""Deflect"",""Underhanded Strike"",""Burst"",""Acrobatics"",""Writhe"",""Deflect"",""PiercingWail"",""Outmaneuver+1"",""Deflect"",""Caltrops"",""Underhanded Strike+1"",""Poisoned Stab+1"",""Dark Shackles"",""Crippling Poison"",""Deflect"",""All Out Attack"",""Well Laid Plans+1"",""Infinite Blades+1""]","[""Ring of the Snake"",""NeowsBlessing"",""Question Card"",""Dream Catcher"",""Bag of Marbles"",""Vajra"",""Busted Crown"",""Strawberry"",""Pantograph"",""Boot"",""Sozu"",""Frozen Egg 2"",""TwistedFunnel"",""Red Mask""]",false,THE_SILENT,"[""Vajra"",""Dramatic Entrance"",""Mind Blast"",""Dagger Spray"",""Outmaneuver"",""Finisher"",""Dagger Spray"",""Deflect"",""Underhanded Strike"",""TwistedFunnel"",""Dark Shackles"",""Crippling Poison"",""Deflect"",""All Out Attack"",""Well Laid Plans+1""]",0,"[113,123,198,214,214,214,243,243,268,278,32,32,42,42,42,168,168,184,207,207,227,13,13,26,46,46,46,80,105,128,2,2,127,127,142,475,475,492,508,508,521,541,541,557,568,31,0,0,0,0,0]","[{""floor"":1,""key"":""PowerPotion""},{""floor"":4,""key"":""SkillPotion""},{""floor"":10,""key"":""Fruit Juice""},{""floor"":16,""key"":""Dexterity Potion""},{""floor"":18,""key"":""Energy Potion""},{""floor"":19,""key"":""Poison Potion""},{""floor"":21,""key"":""Poison Potion""},{""floor"":30,""key"":""Block Potion""}]"
"[""AscendersBane"",""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast""]","[""Cracked Core""]",false,DEFECT,[],10,"[99,99]",[]
"[""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""BootSequence"",""Stack"",""Lockon"",""Streamline"",""Genetic Algorithm"",""Streamline""]","[""Cracked Core"",""NlothsMask"",""Blood Vial""]",false,DEFECT,[],1,"[111,36,48,48,48,81,98,98,124,137,137,137]","[{""floor"":7,""key"":""Block Potion""},{""floor"":10,""key"":""AttackPotion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Wraith Form v2""]","[""Ring of the Snake""]",false,THE_SILENT,[],4,"[99,99]",[]
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Clash"",""Sword Boomerang+1"",""Armaments+1"",""Body Slam+1"",""Armaments+1"",""Heavy Blade"",""Armaments+1""]","[""Burning Blood"",""NeowsBlessing"",""Paper Frog"",""Sundial"",""Bronze Scales""]",false,IRONCLAD,"[""Sword Boomerang""]",0,"[114,114,90,100,110,110,125,125,125,125,155,155,167,167,167,167,167]","[{""floor"":1,""key"":""Weak Potion""},{""floor"":2,""key"":""LiquidBronze""},{""floor"":2,""key"":""Fruit Juice""},{""floor"":2,""key"":""LiquidBronze""},{""floor"":13,""key"":""Ancient Potion""}]"
"[""Strike_R+1"",""Strike_R+1"",""Strike_R+1"",""Strike_R+1"",""Strike_R+1"",""Defend_R+1"",""Defend_R+1"",""Defend_R+1"",""Defend_R+1"",""Bash"",""Thunderclap"",""Flame Barrier+1"",""Anger"",""Rage"",""Battle Trance"",""Clash"",""Pommel Strike"",""Clash"",""Jack Of All Trades+1"",""Flex"",""The Bomb+1"",""Intimidate"",""Reaper"",""Disarm"",""Blood for Blood"",""Seeing Red"",""Flame Barrier"",""Headbutt+1"",""Limit Break"",""Inflame+1"",""Good Instincts"",""Clash+1"",""Parasite"",""Rupture+1"",""Doubt"",""Exhume"",""Cleave+1""]","[""Burning Blood"",""Lantern"",""Lizard Tail"",""Ancient Tea Set"",""FossilizedHelix"",""Shuriken"",""Pen Nib"",""Centennial Puzzle"",""Eternal Feather""]",false,IRONCLAD,"[""The Bomb"",""Ancient Tea Set"",""Regen Potion""]",0,"[112,126,143,154,174,188,203,203,203,203,215,32,32,48,48,152,152,171,183,35,135,135,135,135,58,58,69,80,98,98,123,123,227,227,242,242,258,269,269,279,279,279]","[{""floor"":5,""key"":""Swift Potion""},{""floor"":6,""key"":""Block Potion""},{""floor"":14,""key"":""FearPotion""},{""floor"":16,""key"":""Strength Potion""},{""floor"":18,""key"":""Block Potion""},{""floor"":27,""key"":""BloodPotion""},{""floor"":33,""key"":""Dexterity Potion""},{""floor"":38,""key"":""Regen Potion""},{""floor"":40,""key"":""FearPotion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R+1"",""Defend_R"",""Defend_R+1"",""Bash"",""Headbutt"",""Carnage"",""Anger+1"",""Blood for Blood"",""Cleave+1"",""Flex"",""Anger"",""Metallicize"",""Shockwave"",""Reaper"",""Inflame"",""Flex"",""Anger"",""Anger"",""Shrug It Off""]","[""Black Blood"",""Vajra"",""Smiling Mask"",""War Paint"",""Sling"",""Bottled Tornado""]",false,IRONCLAD,"[""Carnage"",""Sling"",""Flex""]",0,"[117,141,72,32,50,50,83,96,165,191,191,201,217,231,231,330,330,341,431,134,147,161,161,178,178,178,128,128,128]","[{""floor"":4,""key"":""SpeedPotion""},{""floor"":4,""key"":""Swift Potion""},{""floor"":4,""key"":""SneckoOil""},{""floor"":8,""key"":""Fruit Juice""},{""floor"":10,""key"":""SkillPotion""},{""floor"":12,""key"":""Explosive Potion""},{""floor"":24,""key"":""SteroidPotion""}]"
"[""AscendersBane"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""Backstab"",""Heel Hook+1"",""Swift Strike"",""Caltrops"",""Dagger Spray+1"",""Noxious Fumes""]","[""Ring of the Snake"",""NeowsBlessing"",""Centennial Puzzle"",""Bag of Preparation"",""Question Card""]",false,THE_SILENT,"[""Swift Strike"",""Caltrops""]",17,"[118,129,143,143,10,10,45,45,96,96,96,115,115,126,126,126,126]","[{""floor"":1,""key"":""SpeedPotion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Cloak And Dagger"",""Backflip"",""Cloak And Dagger""]","[""Ring of the Snake"",""NeowsBlessing"",""Golden Idol"",""Peace Pipe"",""The Courier""]",false,THE_SILENT,[],3,"[119,135,135,135,210,210,226,226,308,308,308]",[]
"[""Strike_B"",""Strike_B+1"",""Strike_B+1"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""Barrage"",""Redo+1"",""Ball Lightning+1"",""Barrage"",""Skim"",""Capacitor+1"",""Machine Learning"",""Gash+1"",""Beam Cell"",""Leap+1"",""Redo+1"",""Loop"",""The Bomb"",""Conserve Battery"",""Coolheaded+1""]","[""Cracked Core"",""Ice Cream"",""Whetstone"",""Mercury Hourglass"",""Ancient Tea Set"",""Regal Pillow"",""Philosopher's Stone"",""Boot""]",false,DEFECT,"[""Ball Lightning"",""Regal Pillow"",""The Bomb"",""Conserve Battery""]",0,"[117,117,132,86,86,86,119,131,131,131,166,19,19,30,30,133,133,152,252,269,269,279,279,289,289,341,341,359,126,126,144,144,144,144]","[{""floor"":1.0,""key"":""GamblersBrew""},{""floor"":3.0,""key"":""Strength Potion""},{""floor"":7.0,""key"":""LiquidBronze""},{""floor"":14.0,""key"":""FearPotion""},{""floor"":20.0,""key"":""SkillPotion""},{""floor"":22.0,""key"":""SmokeBomb""},{""floor"":31.0,""key"":""LiquidBronze""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash+1"",""Combust+1"",""Warcry+1"",""Clash"",""Spot Weakness"",""Heavy Blade+1""]","[""Burning Blood"",""NeowsBlessing"",""Orichalcum"",""Brimstone"",""Strawberry""]",false,IRONCLAD,"[""Brimstone""]",7,"[109,109,128,141,161,161,161,161,212,232,232,36,52,84,84,84,84]","[{""floor"":3,""key"":""AttackPotion""},{""floor"":5,""key"":""GamblersBrew""},{""floor"":10,""key"":""Explosive Potion""}]"
"[""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Heatsinks"",""Gash"",""Ball Lightning"",""White Noise"",""Ball Lightning"",""Capacitor"",""Leap"",""Gash"",""Gash"",""Creative AI+1""]","[""Cracked Core"",""Bag of Marbles"",""Shuriken"",""Ornamental Fan"",""Runic Pyramid"",""MutagenicStrength""]",false,DEFECT,"[""Ball Lightning"",""Capacitor"",""Gash""]",0,"[113,113,123,25,25,60,80,11,65,76,76,89,89,35,35,130,130,142,142,142,67,87,87,87,87]","[{""floor"":3,""key"":""Strength Potion""},{""floor"":12,""key"":""Block Potion""},{""floor"":22,""key"":""Energy Potion""}]"
"[""Bash+1"",""Shrug It Off+1"",""Uppercut+1"",""Pommel Strike"",""Cleave"",""Rampage+1"",""Dropkick+1"",""Armaments+1"",""Feed+1"",""Intimidate"",""Rupture"",""Blood for Blood+1"",""Headbutt+1"",""Cleave+1"",""Brutality"",""Blood for Blood+1"",""Body Slam+1"",""Necronomicurse"",""Inflame+1"",""Swift Strike+1"",""Rampage+1"",""Iron Wave+1"",""Clumsy"",""Dropkick+1""]","[""Burning Blood"",""Orichalcum"",""Singing Bowl"",""Molten Egg 2"",""Pandora's Box"",""Necronomicon"",""Vajra"",""Regal Pillow"",""Blood Vial"",""Cursed Key"",""Mummified Hand"",""The Courier"",""StoneCalendar"",""Letter Opener""]",false,IRONCLAD,"[""Vajra"",""Inflame"",""BloodPotion"",""Swift Strike+1"",""Rampage+1"",""Iron Wave+1"",""BloodPotion"",""Dropkick+1""]",1,"[111,128,144,163,174,201,214,244,244,261,261,271,271,284,284,388,388,399,399,399,418,124,124,124,124,176,190,217,217,250,262,262,363,363,380,380,380,110,110,110,31,44,44,63,63,80,180,200,200,200,200,200,13,45,45,45]","[{""floor"":2,""key"":""Block Potion""},{""floor"":3,""key"":""Ancient Potion""},{""floor"":6,""key"":""Regen Potion""},{""floor"":14,""key"":""AttackPotion""},{""floor"":27,""key"":""GamblersBrew""},{""floor"":28,""key"":""GamblersBrew""},{""floor"":42,""key"":""Fire Potion""},{""floor"":46,""key"":""Poison Potion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Scrape"",""Sweeping Beam"",""Streamline+1"",""Streamline+1"",""Sweeping Beam"",""Dualcast"",""Doom and Gloom"",""Melter"",""All For One"",""Go for the Eyes"",""Go for the Eyes""]","[""FrozenCore"",""Shuriken"",""HandDrill""]",false,DEFECT,"[""Streamline"",""HandDrill""]",0,"[115,126,126,140,140,140,95,114,114,114,114,114,129,143,143,244,244,261,66,76,126,126,126]","[{""floor"":8,""key"":""FearPotion""},{""floor"":13,""key"":""FocusPotion""},{""floor"":14,""key"":""Weak Potion""},{""floor"":18,""key"":""SpeedPotion""}]"
"[""AscendersBane"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Deadly Poison+1"",""Quick Slash"",""Deadly Poison+1"",""Catalyst+1"",""Sucker Punch+1"",""Crippling Poison+1"",""Sucker Punch+1"",""Shame""]","[""Ring of the Snake"",""NeowsBlessing"",""Regal Pillow"",""Oddly Smooth Stone"",""Busted Crown"",""Shuriken"",""Dead Branch"",""Strawberry""]",false,THE_SILENT,"[""Deadly Poison"",""Shuriken""]",10,"[111,125,75,75,23,23,51,51,51,51,65,65,82,101,101,201,201,218,218,234,250,0,0,10,29,29,41,41,41]","[{""floor"":7,""key"":""Explosive Potion""},{""floor"":13,""key"":""Weak Potion""},{""floor"":21,""key"":""Explosive Potion""},{""floor"":24,""key"":""Poison Potion""}]"
"[""AscendersBane"",""Defend_G"",""Defend_G+1"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""Skewer+1"",""Flying Knee"",""PiercingWail+1"",""Deflect+1"",""Footwork"",""Die Die Die"",""Sucker Punch"",""Flash of Steel"",""Calculated Gamble"",""PiercingWail""]","[""Ring of the Snake"",""Matryoshka"",""Paper Crane"",""Vajra"",""Cursed Key""]",false,THE_SILENT,"[""Matryoshka"",""Flying Knee"",""Flash of Steel""]",11,"[363,363,363,64,81,81,111,111,162,162,162,181,191,207,207,305,305,323,323,225,245,262,262,262]","[{""floor"":11,""key"":""SteroidPotion""},{""floor"":11,""key"":""PowerPotion""},{""floor"":18,""key"":""SkillPotion""}]"
"[""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Survivor+1"",""Neutralize+1"",""Caltrops+1"",""Blade Dance+1"",""Flying Knee+1"",""Blade Dance+1"",""Skewer+1"",""Cloak And Dagger+1"",""Backstab+1"",""A Thousand Cuts+1"",""Blur+1"",""Panache+1"",""Accuracy+1"",""Infinite Blades+1"",""Escape Plan+1"",""Infinite Blades+1"",""A Thousand Cuts+1"",""Calculated Gamble+1"",""Terror+1"",""Backflip+1"",""Concentrate+1"",""Quick Slash+1""]","[""Ring of the Snake"",""NeowsBlessing"",""Bottled Flame"",""GremlinMask"",""Regal Pillow"",""Ornamental Fan"",""Torii"",""Tiny House"",""MealTicket"",""Pocketwatch"",""Sozu"",""Oddly Smooth Stone"",""Juzu Bracelet"",""Mark of the Bloom""]",true,THE_SILENT,"[""Panache"",""Accuracy"",""MealTicket"",""Infinite Blades"",""Oddly Smooth Stone"",""Backflip"",""Quick Slash""]",0,"[116,116,116,116,130,165,165,179,256,271,284,312,322,334,334,435,485,495,45,64,81,81,81,94,94,94,94,108,27,47,146,146,244,244,261,273,291,291,11,11,11,25,25,25,3,3,3,3,3,3]","[{""floor"":1,""key"":""FearPotion""},{""floor"":6,""key"":""SteroidPotion""},{""floor"":8,""key"":""Regen Potion""},{""floor"":17,""key"":""Fire Potion""},{""floor"":21,""key"":""AttackPotion""},{""floor"":28,""key"":""Fire Potion""},{""floor"":30,""key"":""Ancient Potion""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Carnage+1"",""Rupture"",""Barricade"",""Regret"",""Bash"",""Dropkick"",""Feel No Pain"",""Thunderclap"",""Shrug It Off"",""Corruption"",""Inflame"",""Shrug It Off"",""Dark Embrace"",""Seeing Red""]","[""Burning Blood"",""NeowsBlessing"",""Golden Idol"",""Pear"",""Regal Pillow"",""Happy Flower"",""Magic Flower"",""Black Star""]",false,IRONCLAD,[],17,"[110,122,122,122,122,122,136,179,179,212,231,231,274,287,287,380,380,359,359,359]","[{""floor"":2,""key"":""Explosive Potion""},{""floor"":7,""key"":""SpeedPotion""},{""floor"":13,""key"":""Poison Potion""},{""floor"":16,""key"":""AttackPotion""},{""floor"":18,""key"":""Regen Potion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash+1"",""Warcry"",""Shrug It Off"",""PanicButton"",""Searing Blow""]","[""Black Star"",""Prayer Wheel""]",false,IRONCLAD,"[""PanicButton"",""Searing Blow""]",0,"[113,132,132,132,4,4,4]",[]
"[""AscendersBane"",""Bash"",""Juggernaut+1"",""Intimidate"",""Carnage"",""Shrug It Off"",""Pommel Strike"",""Shrug It Off"",""True Grit+1"",""Feed"",""Dual Wield"",""Juggernaut"",""Sever Soul"",""Disarm"",""Seeing Red"",""Rage"",""Reaper"",""Clash"",""Juggernaut"",""Dual Wield"",""Battle Trance"",""Feel No Pain"",""Barricade"",""Thunderclap"",""Sentinel"",""Chrysalis""]","[""Burning Blood"",""Ancient Tea Set"",""Regal Pillow"",""Lantern"",""Anchor"",""Smiling Mask"",""Pandora's Box""]",false,IRONCLAD,"[""Ancient Tea Set"",""Barricade"",""Sentinel"",""Chrysalis""]",20,"[119,194,36,48,60,60,91,110,136,136,162,179,179,195,195,267,267,283,84,97,372,30,30,30,30]","[{""floor"":5,""key"":""AttackPotion""},{""floor"":7,""key"":""PowerPotion""},{""floor"":8,""key"":""SpeedPotion""},{""floor"":18,""key"":""SkillPotion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""Deadly Poison+1"",""Sucker Punch"",""Dagger Throw"",""Backflip""]","[""Ring of the Snake"",""The Specimen""]",false,THE_SILENT,[],0,"[110,125,145,162,162,162,181,181,181,181,181]","[{""floor"":3,""key"":""Fire Potion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Inflame"",""Armaments+1"",""Clothesline"",""Shockwave"",""Iron Wave"",""Havoc"",""Searing Blow+3"",""Double Tap"",""Metallicize"",""Parasite"",""Fiend Fire"",""Ghostly Armor+1"",""Bloodletting+1"",""Seeing Red"",""Pommel Strike+1"",""Cleave"",""Decay"",""Warcry"",""Cleave+1"",""Necronomicurse""]","[""Burning Blood"",""NeowsBlessing"",""FossilizedHelix"",""Meat on the Bone"",""Pantograph"",""Oddly Smooth Stone"",""Cursed Key"",""Gambling Chip"",""Letter Opener"",""Lee's Waffle"",""Nunchaku"",""Magic Flower"",""Self Forming Clay"",""Necronomicon""]",false,IRONCLAD,"[""Clothesline"",""Lee's Waffle"",""Seeing Red""]",6,"[109,125,102,114,134,134,161,173,173,198,212,275,275,275,275,374,374,386,386,486,499,187,217,227,262,287,287,302,329,329,345,345,345,345]","[{""floor"":1,""key"":""AttackPotion""},{""floor"":7,""key"":""Energy Potion""},{""floor"":8,""key"":""Block Potion""},{""floor"":11,""key"":""SteroidPotion""},{""floor"":12,""key"":""AttackPotion""},{""floor"":16,""key"":""Strength Potion""},{""floor"":21,""key"":""Energy Potion""},{""floor"":24,""key"":""PowerPotion""},{""floor"":28,""key"":""Fire Potion""},{""floor"":31,""key"":""SteroidPotion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Turbo"",""Genetic Algorithm"",""Storm"",""Static Discharge"",""Lockon"",""Doubt"",""Loop"",""Sweeping Beam"",""Streamline"",""Genetic Algorithm""]","[""Cracked Core"",""NeowsBlessing"",""Smiling Mask""]",false,DEFECT,[],0,"[116,191,204,224,236,236,264,264,290,465,475,475,488,508,508,508,508]","[{""floor"":3,""key"":""GamblersBrew""},{""floor"":5,""key"":""SpeedPotion""},{""floor"":7,""key"":""Energy Potion""},{""floor"":11,""key"":""GamblersBrew""},{""floor"":14,""key"":""SpeedPotion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""PiercingWail"",""Deadly Poison+1"",""Blur+1"",""Footwork+1"",""Deadly Poison+1"",""Blade Dance+1"",""Blade Dance+1"",""Wraith Form v2+1"",""Deadly Poison+1"",""Footwork+1"",""Backflip+1"",""Dodge and Roll+1"",""Backflip+1"",""Deadly Poison+1"",""Crippling Poison+1"",""Deadly Poison+1"",""Venomology+1"",""After Image+1"",""Deadly Poison+1"",""Dramatic Entrance+1"",""Poisoned Stab+1"",""Poisoned Stab+1"",""Dodge and Roll+1"",""Dodge and Roll+1"",""Dodge and Roll+1"",""Envenom+1""]","[""Ring of the Snake"",""NeowsBlessing"",""Toxic Egg 2"",""Mercury Hourglass"",""Snake Skull"",""Coffee Dripper"",""Torii"",""Bottled Tornado"",""Runic Dome"",""Red Mask"",""Pantograph"",""Anchor"",""Omamori""]",true,THE_SILENT,"[""PiercingWail"",""Snake Skull"",""Footwork"",""Backflip+1"",""Crippling Poison+1""]",5,"[109,109,85,160,173,173,202,216,216,232,4,24,40,54,54,155,155,167,187,187,92,104,104,134,134,134,145,145,71,82,102,102,200,200,213,0,0,18,37,37,54,54,54,54,70,81,113,113,113,113]","[{""floor"":8.0,""key"":""Swift Potion""},{""floor"":10.0,""key"":""LiquidBronze""},{""floor"":14.0,""key"":""Fire Potion""},{""floor"":24,""key"":""Fire Potion""},{""floor"":30,""key"":""Dexterity Potion""},{""floor"":31,""key"":""Explosive Potion""},{""floor"":33,""key"":""LiquidBronze""},{""floor"":35,""key"":""EssenceOfSteel""},{""floor"":39,""key"":""Block Potion""}]"
"[""AscendersBane"",""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B+1"",""Zap"",""Dualcast+1"",""Redo"",""Scrape"",""Go for the Eyes"",""Hologram"",""Gash"",""Melter"",""Electrodynamics"",""Fission"",""Beam Cell"",""Go for the Eyes"",""Hologram"",""Beam Cell"",""White Noise+1""]","[""Cracked Core"",""NeowsBlessing"",""Mercury Hourglass"",""Pantograph"",""Juzu Bracelet"",""Ancient Tea Set"",""Black Star""]",false,DEFECT,"[""Go for the Eyes"",""Hologram"",""Beam Cell""]",10,"[115,115,40,40,40,66,66,78,78,78,78,98,130,144,144,246,246,260,260,133,147,147,147]","[{""floor"":6,""key"":""FocusPotion""},{""floor"":8,""key"":""EssenceOfSteel""},{""floor"":14,""key"":""SmokeBomb""},{""floor"":16,""key"":""Strength Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G+1"",""Strike_G+1"",""Strike_G"",""Survivor"",""Neutralize"",""Crippling Poison+1"",""Mind Blast"",""Infinite Blades"",""Noxious Fumes+1"",""Deflect"",""Enlightenment"",""Poisoned Stab"",""Accuracy"",""Deflect"",""Deadly Poison"",""Caltrops"",""Bane"",""Noxious Fumes"",""Adrenaline"",""Writhe"",""Dagger Spray+1"",""PiercingWail+1"",""Deflect"",""Footwork+1"",""Quick Slash+1"",""Escape Plan+1"",""Quick Slash"",""Riddle With Holes+1"",""Blur"",""Crippling Poison"",""Trip"",""Bane+1"",""Writhe"",""After Image"",""Slice+1"",""Acrobatics""]","[""Ring of the Snake"",""Snake Skull"",""Shuriken"",""Astrolabe"",""PreservedInsect"",""Blood Vial"",""Ginger"",""WristBlade""]",false,THE_SILENT,"[""Enlightenment"",""Poisoned Stab"",""Caltrops"",""Bane"",""Crippling Poison"",""Trip"",""Fire Potion""]",0,"[118,118,136,156,12,12,22,42,88,102,102,102,8,26,26,128,128,146,146,157,117,137,137,153,165,188,188,220,2,13,13,13,109,109,119,133,133,133,133]","[{""floor"":3,""key"":""SpeedPotion""},{""floor"":7,""key"":""Swift Potion""},{""floor"":10,""key"":""Block Potion""},{""floor"":16,""key"":""Energy Potion""},{""floor"":18,""key"":""Poison Potion""},{""floor"":22,""key"":""Weak Potion""},{""floor"":25,""key"":""Regen Potion""},{""floor"":33,""key"":""FearPotion""}]"
